item,wdLabel,coord,www,layer,article,img,SCBkommun
http://www.wikidata.org/entity/Q113730,Tyresö kommun,Point(18.216666666 59.233333333),https://www.tyreso.se/,Stockholms län,https://sv.wikipedia.org/wiki/Tyres%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Tyres%C3%B6%20slott%20-%20KMB%20-%2016000300026959.jpg, https://kommunsiffror.scb.se/?id1=0138&id2=null
http://www.wikidata.org/entity/Q216915,Sigtuna kommun,Point(17.883333333 59.633333333),http://www.sigtuna.se,Stockholms län,https://sv.wikipedia.org/wiki/Sigtuna_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Sigtunamunicipalityheadoffice.jpg, https://kommunsiffror.scb.se/?id1=0191&id2=null
http://www.wikidata.org/entity/Q214048,Norrtälje kommun,Point(18.7 59.766666666),http://www.norrtalje.se,Stockholms län,https://sv.wikipedia.org/wiki/Norrt%C3%A4lje_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Norrt%C3%A4lje20.jpg, https://kommunsiffror.scb.se/?id1=0188&id2=null
http://www.wikidata.org/entity/Q117728,Österåkers kommun,Point(18.45 59.5),https://www.osteraker.se/,Stockholms län,https://sv.wikipedia.org/wiki/%C3%96ster%C3%A5kers_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Akers%20kanal%20juni%202006.JPG, https://kommunsiffror.scb.se/?id1=0117&id2=null
http://www.wikidata.org/entity/Q501526,Vallentuna kommun,Point(18.2 59.583333333),http://www.vallentuna.se,Stockholms län,https://sv.wikipedia.org/wiki/Vallentuna_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Vallentunakulturhus.jpg, https://kommunsiffror.scb.se/?id1=0115&id2=null
http://www.wikidata.org/entity/Q301259,Järfälla kommun,Point(17.833333333 59.433333333),http://www.jarfalla.se,Stockholms län,https://sv.wikipedia.org/wiki/J%C3%A4rf%C3%A4lla_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Pojken%2C%20brons%2C%20av%20Lars%20Nilsson%2C%20Riddarplatsen%2C%20Jakobsberg%2C%202013d.jpg, https://kommunsiffror.scb.se/?id1=0123&id2=null
http://www.wikidata.org/entity/Q503746,Sollentuna kommun,Point(17.916666666 59.45),https://www.sollentuna.se/,Stockholms län,https://sv.wikipedia.org/wiki/Sollentuna_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Sollentuna%20kommunalhus.JPG, https://kommunsiffror.scb.se/?id1=0163&id2=null
http://www.wikidata.org/entity/Q499460,Nykvarns kommun,Point(17.4 59.183333333),http://www.nykvarn.se,Stockholms län,https://sv.wikipedia.org/wiki/Nykvarns_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Nykvarn.JPG, https://kommunsiffror.scb.se/?id1=0140&id2=null
http://www.wikidata.org/entity/Q10660418,Salems landskommun,Point(17.749444444 59.193611111),,Stockholms län,https://sv.wikipedia.org/wiki/Salems_landskommun,, https://kommunsiffror.scb.se/?id1=0228&id2=null
http://www.wikidata.org/entity/Q10660418,Salems landskommun,Point(17.749444444 59.193611111),,Stockholms län,https://sv.wikipedia.org/wiki/Salems_landskommun,, https://kommunsiffror.scb.se/?id1=0128&id2=null
http://www.wikidata.org/entity/Q492575,Huddinge kommun,Point(17.983333333 59.233333333),https://www.huddinge.se,Stockholms län,https://sv.wikipedia.org/wiki/Huddinge_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Huddinge%20kommun%20ny.jpg, https://kommunsiffror.scb.se/?id1=0126&id2=null
http://www.wikidata.org/entity/Q492614,Ekerö kommun,Point(17.683333333 59.35),http://www.ekero.se,Stockholms län,https://sv.wikipedia.org/wiki/Eker%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Eker%C3%B6%20centrum%202012%2003.jpg, https://kommunsiffror.scb.se/?id1=0125&id2=null
http://www.wikidata.org/entity/Q493066,Täby kommun,Point(18.06872 59.4439),http://www.taby.se,Stockholms län,https://sv.wikipedia.org/wiki/T%C3%A4by_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/T%C3%A4by%20kommunhus%20i%20T%C3%A4by%20Centrum%20aug%202017.jpg, https://kommunsiffror.scb.se/?id1=0160&id2=null
http://www.wikidata.org/entity/Q493841,Värmdö kommun,Point(18.566666666 59.316666666),http://www.varmdo.se,Stockholms län,https://sv.wikipedia.org/wiki/V%C3%A4rmd%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A4rmd%C3%B6%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=0120&id2=null
http://www.wikidata.org/entity/Q505090,Nynäshamns kommun,Point(17.883333333 58.933333333),http://www.nynashamn.se,Stockholms län,https://sv.wikipedia.org/wiki/Nyn%C3%A4shamns_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Nyn%C3%A4shamn%20stad.jpg, https://kommunsiffror.scb.se/?id1=0192&id2=null
http://www.wikidata.org/entity/Q516080,Salems kommun,Point(17.683333333 59.233333333),http://www.salem.se,Stockholms län,https://sv.wikipedia.org/wiki/Salems_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Salems%20centrum.jpg, https://kommunsiffror.scb.se/?id1=0128&id2=null
http://www.wikidata.org/entity/Q516336,Södertälje kommun,Point(17.516666666 59.1),http://www.sodertalje.se,Stockholms län,https://sv.wikipedia.org/wiki/S%C3%B6dert%C3%A4lje_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%B6dert%C3%A4lje%20stadshus%202010c.jpg, https://kommunsiffror.scb.se/?id1=0181&id2=null
http://www.wikidata.org/entity/Q499425,Upplands Väsby kommun,Point(17.9 59.516666666),http://www.upplandsvasby.se,Stockholms län,https://sv.wikipedia.org/wiki/Upplands_V%C3%A4sby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Upl%20Vasby.jpg, https://kommunsiffror.scb.se/?id1=0114&id2=null
http://www.wikidata.org/entity/Q506250,Stockholms kommun,Point(18.054719444 59.3275),http://international.stockholm.se,Stockholms län,https://sv.wikipedia.org/wiki/Stockholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Stockholms%20stadshus%20september%202011.jpg, https://kommunsiffror.scb.se/?id1=0180&id2=null
http://www.wikidata.org/entity/Q506250,Stockholms kommun,Point(18.054719444 59.3275),https://start.stockholm,Stockholms län,https://sv.wikipedia.org/wiki/Stockholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Stockholms%20stadshus%20september%202011.jpg, https://kommunsiffror.scb.se/?id1=0180&id2=null
http://www.wikidata.org/entity/Q946647,Nacka kommun,Point(18.166666666 59.316666666),https://www.nacka.se/,Stockholms län,https://sv.wikipedia.org/wiki/Nacka_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Nacka%20Forum%2C%20flygfoto%202014-09-20.jpg, https://kommunsiffror.scb.se/?id1=0182&id2=null
http://www.wikidata.org/entity/Q972564,Sundbybergs kommun,Point(17.965555555 59.363333333),http://www.sundbyberg.se,Stockholms län,https://sv.wikipedia.org/wiki/Sundbybergs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Sundbyberg%2C%20vy%20%C3%B6ver%20Esplanaden%20fr%C3%A5n%20Tornparken%2C%202018a.jpg, https://kommunsiffror.scb.se/?id1=0183&id2=null
http://www.wikidata.org/entity/Q500090,Vaxholms kommun,Point(18.283333333 59.4),http://www.vaxholm.se,Stockholms län,https://sv.wikipedia.org/wiki/Vaxholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Vaxholms%20r%C3%A5dhus%2002.jpg, https://kommunsiffror.scb.se/?id1=0187&id2=null
http://www.wikidata.org/entity/Q3120654,Lidingö kommun,Point(18.15096 59.36303),https://www.lidingo.se/,Stockholms län,https://sv.wikipedia.org/wiki/Liding%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Lidingostadshus.jpg, https://kommunsiffror.scb.se/?id1=0186&id2=null
http://www.wikidata.org/entity/Q503144,Eskilstuna kommun,Point(16.512777777 59.370555555),http://www.eskilstuna.se,Södermanlands län,https://sv.wikipedia.org/wiki/Eskilstuna_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Eskilstuna%20r%C3%A5dhus.jpg, https://kommunsiffror.scb.se/?id1=0484&id2=null
http://www.wikidata.org/entity/Q239332,Gnesta kommun,Point(17.312222222 59.0475),http://www.gnesta.se,Södermanlands län,https://sv.wikipedia.org/wiki/Gnesta_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Gnesta%20kommun.JPG, https://kommunsiffror.scb.se/?id1=0461&id2=null
http://www.wikidata.org/entity/Q249378,Vingåkers kommun,Point(15.866666666 59.033333333),http://www.vingaker.se,Södermanlands län,https://sv.wikipedia.org/wiki/Ving%C3%A5kers_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Ving%C3%A5kers%20station%20sett%20fr%C3%A5n%20plattformen.jpg, https://kommunsiffror.scb.se/?id1=0428&id2=null
http://www.wikidata.org/entity/Q27982,Flens kommun,Point(16.588888888 59.058333333),https://flen.se,Södermanlands län,https://sv.wikipedia.org/wiki/Flens_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Flens%20railwaystation%202011.JPG, https://kommunsiffror.scb.se/?id1=0482&id2=null
http://www.wikidata.org/entity/Q501532,Strängnäs kommun,Point(17.035277777 59.376944444),https://www.strangnas.se/,Södermanlands län,https://sv.wikipedia.org/wiki/Str%C3%A4ngn%C3%A4s_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Str%C3%A4ngn%C3%A4s%20-%20KMB%20-%2016001000237764.jpg, https://kommunsiffror.scb.se/?id1=0486&id2=null
http://www.wikidata.org/entity/Q15093355,Trosa kommun,Point(17.552222222 58.893888888),,Södermanlands län,https://sv.wikipedia.org/wiki/Trosa_kommun_(1971-1973),http://commons.wikimedia.org/wiki/Special:FilePath/Trosa%202012b.jpg, https://kommunsiffror.scb.se/?id1=0488&id2=null
http://www.wikidata.org/entity/Q505064,Trosa kommun,Point(17.552222222 58.893888888),https://www.trosa.se/,Södermanlands län,https://sv.wikipedia.org/wiki/Trosa_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Trosa%20kommunhus%20-%20town%20hall1.jpg, https://kommunsiffror.scb.se/?id1=0488&id2=null
http://www.wikidata.org/entity/Q505246,Oxelösunds kommun,Point(17.116666666 58.666666666),http://www.oxelosund.se,Södermanlands län,https://sv.wikipedia.org/wiki/Oxel%C3%B6sunds_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Oxel%C3%B6sunds%20kommunhus%20juni%202013%202.jpg, https://kommunsiffror.scb.se/?id1=0481&id2=null
http://www.wikidata.org/entity/Q508140,Katrineholms kommun,Point(16.206111111 58.995555555),https://www.katrineholm.se,Södermanlands län,https://sv.wikipedia.org/wiki/Katrineholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Katrineholm%20kommunhuset%2C%20sept%202020a.jpg, https://kommunsiffror.scb.se/?id1=0483&id2=null
http://www.wikidata.org/entity/Q500267,Nyköpings kommun,Point(17.008611111 58.752777777),https://nykoping.se,Södermanlands län,https://sv.wikipedia.org/wiki/Nyk%C3%B6pings_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Stadshuset%20Nyk%C3%B6ping.jpg, https://kommunsiffror.scb.se/?id1=0480&id2=null
http://www.wikidata.org/entity/Q59091,Uppsala kommun,Point(17.633333333 59.866666666),http://www.uppsala.se,Uppsala län,https://sv.wikipedia.org/wiki/Uppsala_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Uppsalacityhall2022%201.jpg, https://kommunsiffror.scb.se/?id1=0380&id2=null
http://www.wikidata.org/entity/Q511253,Håbo kommun,Point(17.529722222 59.567777777),http://www.habo.se,Uppsala län,https://sv.wikipedia.org/wiki/H%C3%A5bo_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Balsta%20centrum.jpg, https://kommunsiffror.scb.se/?id1=0305&id2=null
http://www.wikidata.org/entity/Q59093,Östhammars kommun,Point(18.373611111 60.258888888),http://www.osthammar.se,Uppsala län,https://sv.wikipedia.org/wiki/%C3%96sthammars_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96sthammar%20centrum.JPG, https://kommunsiffror.scb.se/?id1=0382&id2=null
http://www.wikidata.org/entity/Q59858,Älvkarleby kommun,Point(17.416111111 60.624444444),http://www.alvkarleby.se,Uppsala län,https://sv.wikipedia.org/wiki/%C3%84lvkarleby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%84lvkarleby%20June%202013.jpg, https://kommunsiffror.scb.se/?id1=0319&id2=null
http://www.wikidata.org/entity/Q510198,Tierps kommun,Point(17.513055555 60.344444444),https://www.tierp.se/,Uppsala län,https://sv.wikipedia.org/wiki/Tierps_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Tierp%20j%C3%A4rnv%C3%A4gsstation%202012b.jpg, https://kommunsiffror.scb.se/?id1=0360&id2=null
http://www.wikidata.org/entity/Q504465,Knivsta kommun,Point(17.8 59.716666666),http://www.knivsta.se,Uppsala län,https://sv.wikipedia.org/wiki/Knivsta_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kommunalhuset%20i%20Knivsta%20nya.jpg, https://kommunsiffror.scb.se/?id1=0330&id2=null
http://www.wikidata.org/entity/Q516308,Heby kommun,Point(16.883333333 59.933333333),http://www.heby.se,Uppsala län,https://sv.wikipedia.org/wiki/Heby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Hebystationshus%2002.JPG, https://kommunsiffror.scb.se/?id1=0331&id2=null
http://www.wikidata.org/entity/Q509568,Enköpings kommun,Point(17.076388888 59.635555555),https://enkoping.se,Uppsala län,https://sv.wikipedia.org/wiki/Enk%C3%B6pings_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Enkoping%20Radhuset.JPG, https://kommunsiffror.scb.se/?id1=0381&id2=null
http://www.wikidata.org/entity/Q510364,Kristinehamns kommun,Point(14.116666666 59.3),http://www.kristinehamn.se,Värmlands län,https://sv.wikipedia.org/wiki/Kristinehamns_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/1Kristinehamns%20r%C3%A5dhus.JPG, https://kommunsiffror.scb.se/?id1=1781&id2=null
http://www.wikidata.org/entity/Q503122,Grums kommun,Point(13.1 59.35),https://www.grums.se/,Värmlands län,https://sv.wikipedia.org/wiki/Grums_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Grums%20railway%20station%20Grums%20Sweden.JPG, https://kommunsiffror.scb.se/?id1=1764&id2=null
http://www.wikidata.org/entity/Q510135,Torsby kommun,Point(13.0 60.133333333),http://www.torsby.se,Värmlands län,https://sv.wikipedia.org/wiki/Torsby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Torsby.jpg, https://kommunsiffror.scb.se/?id1=1737&id2=null
http://www.wikidata.org/entity/Q501494,Munkfors kommun,Point(13.533333333 59.833333333),http://www.munkfors.se,Värmlands län,https://sv.wikipedia.org/wiki/Munkfors_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Munkfors-train-station.JPG, https://kommunsiffror.scb.se/?id1=1762&id2=null
http://www.wikidata.org/entity/Q503204,Filipstads kommun,Point(14.166666666 59.716666666),http://www.filipstad.se,Värmlands län,https://sv.wikipedia.org/wiki/Filipstads_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Filipstad%20-%20KMB%20-%2016001000233004.jpg, https://kommunsiffror.scb.se/?id1=1782&id2=null
http://www.wikidata.org/entity/Q511326,Säffle kommun,Point(12.933333333 59.133333333),https://www.saffle.se/,Värmlands län,https://sv.wikipedia.org/wiki/S%C3%A4ffle_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A4ffle%20stadshus%202010.jpg, https://kommunsiffror.scb.se/?id1=1785&id2=null
http://www.wikidata.org/entity/Q511365,Arvika kommun,Point(12.583333333 59.65),http://www.arvika.se,Värmlands län,https://sv.wikipedia.org/wiki/Arvika_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/ArvikaStadshus2.JPG, https://kommunsiffror.scb.se/?id1=1784&id2=null
http://www.wikidata.org/entity/Q511407,Hagfors kommun,Point(13.65 60.033333333),http://www.hagfors.se,Värmlands län,https://sv.wikipedia.org/wiki/Hagfors_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Stadshuset%20Hagfors2.jpg, https://kommunsiffror.scb.se/?id1=1783&id2=null
http://www.wikidata.org/entity/Q10511124,Gustav Adolfs kommun,Point(13.865 60.068888888),,Värmlands län,"https://sv.wikipedia.org/wiki/Gustav_Adolfs_landskommun,_V%C3%A4rmland",, https://kommunsiffror.scb.se/?id1=1711&id2=null
http://www.wikidata.org/entity/Q498447,Eda kommun,Point(12.283333333 59.883333333),http://www.eda.se,Värmlands län,https://sv.wikipedia.org/wiki/Eda_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Storgatan%202.jpg, https://kommunsiffror.scb.se/?id1=1730&id2=null
http://www.wikidata.org/entity/Q498453,Karlstads kommun,Point(13.533333333 59.383333333),https://karlstad.se,Värmlands län,https://sv.wikipedia.org/wiki/Karlstads_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Stadshuset%2C%20Karlstad.JPG, https://kommunsiffror.scb.se/?id1=1780&id2=null
http://www.wikidata.org/entity/Q499359,Hammarö kommun,Point(13.433333333 59.333333333),https://www.hammaro.se/,Värmlands län,https://sv.wikipedia.org/wiki/Hammar%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Hammar%C3%B6%20kommunhus.JPG, https://kommunsiffror.scb.se/?id1=1761&id2=null
http://www.wikidata.org/entity/Q499385,Forshaga kommun,Point(13.466666666 59.533333333),http://www.forshaga.se,Värmlands län,https://sv.wikipedia.org/wiki/Forshaga_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Forshaga%20Kommunalkontor.JPG, https://kommunsiffror.scb.se/?id1=1763&id2=null
http://www.wikidata.org/entity/Q499393,Kils kommun,Point(13.316388888 59.5),http://www.kil.se,Värmlands län,https://sv.wikipedia.org/wiki/Kils_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kil%20-%20KMB%20-%2016001000233404.jpg, https://kommunsiffror.scb.se/?id1=1715&id2=null
http://www.wikidata.org/entity/Q505936,Storfors kommun,Point(14.266666666 59.533333333),http://www.storfors.se,Värmlands län,https://sv.wikipedia.org/wiki/Storfors_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Lundsbergsskola1.JPG, https://kommunsiffror.scb.se/?id1=1760&id2=null
http://www.wikidata.org/entity/Q501205,Sunne kommun,Point(13.133333333 59.833333333),http://www.sunne.se,Värmlands län,https://sv.wikipedia.org/wiki/Sunne_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Sunne%20Kommunhus.JPG, https://kommunsiffror.scb.se/?id1=1766&id2=null
http://www.wikidata.org/entity/Q2777887,Årjängs kommun,Point(12.133333333 59.383333333),http://www.arjang.se,Värmlands län,https://sv.wikipedia.org/wiki/%C3%85rj%C3%A4ngs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%85rj%C3%A4ngstravet%202008.jpg, https://kommunsiffror.scb.se/?id1=1765&id2=null
http://www.wikidata.org/entity/Q501540,Malå kommun,Point(18.75 65.183333333),http://www.mala.se,Västerbottens län,https://sv.wikipedia.org/wiki/Mal%C3%A5_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kroktjarnen.jpg, https://kommunsiffror.scb.se/?id1=2418&id2=null
http://www.wikidata.org/entity/Q132334,Dorotea kommun,Point(16.416666666 64.266666666),http://www.dorotea.se,Västerbottens län,https://sv.wikipedia.org/wiki/Dorotea_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Dorotea%20municipal%20building%202010.jpg, https://kommunsiffror.scb.se/?id1=2425&id2=null
http://www.wikidata.org/entity/Q501463,Sorsele kommun,Point(17.533333333 65.533333333),http://www.sorsele.se,Västerbottens län,https://sv.wikipedia.org/wiki/Sorsele_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Bf%20Sorsele.JPG, https://kommunsiffror.scb.se/?id1=2422&id2=null
http://www.wikidata.org/entity/Q271274,Åsele kommun,Point(17.35 64.15),http://www.asele.se,Västerbottens län,https://sv.wikipedia.org/wiki/%C3%85sele_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/16001000505064-%C3%85sele-Riksantikvarie%C3%A4mbetet.jpg, https://kommunsiffror.scb.se/?id1=2463&id2=null
http://www.wikidata.org/entity/Q514722,Nordmalings kommun,Point(19.5 63.566666666),http://www.nordmaling.se,Västerbottens län,https://sv.wikipedia.org/wiki/Nordmalings_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Gamla%20skolan%20i%20rundvik.jpg, https://kommunsiffror.scb.se/?id1=2401&id2=null
http://www.wikidata.org/entity/Q430780,Skellefteå kommun,Point(20.95 64.75),http://www.skelleftea.se,Västerbottens län,https://sv.wikipedia.org/wiki/Skellefte%C3%A5_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Skellefte%C3%A5%20stadshus%20och%20stadspark.jpg, https://kommunsiffror.scb.se/?id1=2482&id2=null
http://www.wikidata.org/entity/Q376003,Bjurholms kommun,Point(19.216666666 63.916666666),https://www.bjurholm.se/,Västerbottens län,https://sv.wikipedia.org/wiki/Bjurholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Balberget.jpg, https://kommunsiffror.scb.se/?id1=2403&id2=null
http://www.wikidata.org/entity/Q504505,Vindelns kommun,Point(19.716666666 64.2),http://www.vindeln.se,Västerbottens län,https://sv.wikipedia.org/wiki/Vindelns_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Vindeln%20-%20KMB%20-%2016000300022370.jpg, https://kommunsiffror.scb.se/?id1=2404&id2=null
http://www.wikidata.org/entity/Q10438165,Bygdeå kommun,Point(20.849513055 64.192013888),,Västerbottens län,https://sv.wikipedia.org/wiki/Bygde%C3%A5_landskommun,http://commons.wikimedia.org/wiki/Special:FilePath/Robertsfors%20kommunhus.png, https://kommunsiffror.scb.se/?id1=2409&id2=null
http://www.wikidata.org/entity/Q61685072,Holmsunds kommun,Point(20.35259 63.700191944),,Västerbottens län,https://sv.wikipedia.org/wiki/Holmsunds_kommun,, https://kommunsiffror.scb.se/?id1=2461&id2=null
http://www.wikidata.org/entity/Q61864132,Malå kommun,Point(18.742111111 65.187196111),,Västerbottens län,https://sv.wikipedia.org/wiki/Mal%C3%A5_kommun_(1971-1973),, https://kommunsiffror.scb.se/?id1=2418&id2=null
http://www.wikidata.org/entity/Q515861,Vilhelmina kommun,Point(16.65 64.616666666),http://www.vilhelmina.se,Västerbottens län,https://sv.wikipedia.org/wiki/Vilhelmina_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Volgsj%C3%B6n%20outside%20of%20Vilhelmina%20on%20a%20summer%20morning.JPG, https://kommunsiffror.scb.se/?id1=2462&id2=null
http://www.wikidata.org/entity/Q499415,Storumans kommun,Point(17.1 65.1),http://www.storuman.se,Västerbottens län,https://sv.wikipedia.org/wiki/Storumans_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/00%202856%20Local%20government%20%28town%20hall%29%20in%20Storuman%20-%20Sweden.jpg, https://kommunsiffror.scb.se/?id1=2421&id2=null
http://www.wikidata.org/entity/Q507644,Norsjö kommun,Point(19.483333333 64.916666666),https://www.norsjo.se/,Västerbottens län,https://sv.wikipedia.org/wiki/Norsj%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Norsj%C3%B6.jpg, https://kommunsiffror.scb.se/?id1=2417&id2=null
http://www.wikidata.org/entity/Q507670,Robertsfors kommun,Point(20.85 64.2),http://www.robertsfors.se,Västerbottens län,https://sv.wikipedia.org/wiki/Robertsfors_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Robertsfors%20-%20KMB%20-%2016000300022333.jpg, https://kommunsiffror.scb.se/?id1=2409&id2=null
http://www.wikidata.org/entity/Q507709,Umeå kommun,Point(20.25 63.833333333),http://www.umea.se,Västerbottens län,https://sv.wikipedia.org/wiki/Ume%C3%A5_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/16000300030670-Ume%C3%A5%20stadshus-Riksantikvarie%C3%A4mbetet.jpg, https://kommunsiffror.scb.se/?id1=2480&id2=null
http://www.wikidata.org/entity/Q948462,Lycksele kommun,Point(18.666666666 64.6),http://www.lycksele.se,Västerbottens län,https://sv.wikipedia.org/wiki/Lycksele_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/16001000507004-Lycksele-Riksantikvarie%C3%A4mbetet.jpg, https://kommunsiffror.scb.se/?id1=2481&id2=null
http://www.wikidata.org/entity/Q500210,Vännäs kommun,Point(19.75 63.916666666),https://www.vannas.se,Västerbottens län,https://sv.wikipedia.org/wiki/V%C3%A4nn%C3%A4s_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Vannas%20railwaystation%20Sweden.jpg, https://kommunsiffror.scb.se/?id1=2460&id2=null
http://www.wikidata.org/entity/Q209634,Härnösands kommun,Point(17.933333333 62.633333333),http://www.harnosand.se,Västernorrlands län,https://sv.wikipedia.org/wiki/H%C3%A4rn%C3%B6sands_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A4rn%C3%B6sands%20r%C3%A5dhus%2001.jpg, https://kommunsiffror.scb.se/?id1=2280&id2=null
http://www.wikidata.org/entity/Q271107,Ånge kommun,Point(15.616666666 62.516666666),http://www.ange.se,Västernorrlands län,https://sv.wikipedia.org/wiki/%C3%85nge_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/SverigesGeografiskaMittpunkt.jpg, https://kommunsiffror.scb.se/?id1=2260&id2=null
http://www.wikidata.org/entity/Q221990,Sollefteå kommun,Point(17.266666666 63.166666666),http://www.solleftea.se,Västernorrlands län,https://sv.wikipedia.org/wiki/Sollefte%C3%A5_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Solleftea-Storgatan.JPG, https://kommunsiffror.scb.se/?id1=2283&id2=null
http://www.wikidata.org/entity/Q298003,Örnsköldsviks kommun,Point(18.733333333 63.283333333),http://www.ornskoldsvik.se,Västernorrlands län,https://sv.wikipedia.org/wiki/%C3%96rnsk%C3%B6ldsviks_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Stadshuset%20Kronan%20inflyttning%20mars%202015.jpg, https://kommunsiffror.scb.se/?id1=2284&id2=null
http://www.wikidata.org/entity/Q504983,Timrå kommun,Point(17.333333333 62.5),http://www.timra.se,Västernorrlands län,https://sv.wikipedia.org/wiki/Timr%C3%A5_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Timr%C3%A5%20Kommunhus.JPG, https://kommunsiffror.scb.se/?id1=2262&id2=null
http://www.wikidata.org/entity/Q504994,Sundsvalls kommun,Point(17.316666666 62.4),http://www.sundsvall.se,Västernorrlands län,https://sv.wikipedia.org/wiki/Sundsvalls_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Sundsvalls%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=2281&id2=null
http://www.wikidata.org/entity/Q514815,Kramfors kommun,Point(17.777166666 62.932166666),http://www.kramfors.se,Västernorrlands län,https://sv.wikipedia.org/wiki/Kramfors_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kramfors%2C%20Sweden%20-%20panoramio.jpg, https://kommunsiffror.scb.se/?id1=2282&id2=null
http://www.wikidata.org/entity/Q47169,Kungsörs kommun,Point(16.083333333 59.416666666),http://www.kungsor.se,Västmanlands län,https://sv.wikipedia.org/wiki/Kungs%C3%B6rs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kungs%C3%B6rs%20kommunhus%202.jpg, https://kommunsiffror.scb.se/?id1=1960&id2=null
